press_release_id,release_date,company_name,source,source_url,final_cid,final_category_name,final_source,final_decision,ml_decision,rule_id,rule_conf,rule_lock,rule_needs_review,rule_pred_cid,ml_pred_cid,ml_conf_fused,ml_margin_fused,ml_entropy_emb,ml_entropy_lsa,ml_entropy_fused,ml_p1_emb,ml_p1_lsa,ml_agreement_emb_lsa,ml_top3_cids,ml_top3_probs,ml_version,title,snippet,final_cid_group,ml_conf_fused_group,ml_margin_fused_group,ml_entropy_fused_group,dup_group_id,dup_group_size,is_group_rep,sample_weight_dedup,decision_group,run_id,taxonomy_version
1977a39ee890fcb1,2025-06-16,Addtech,gmail,,other_corporate_update,Other / Corporate update,ml,auto_assign,auto_assign,keywords+exclusions,0.2,False,True,other_corporate_update,other_corporate_update,0.3326,0.2665,1.5374,2.9957,2.581,0.6468,0.05,False,"[""other_corporate_update"", ""rd_clinical_update"", ""legal_regulatory_compliance""]","[0.3326, 0.0661, 0.046]",e5+tfidf:v4|alpha=0.473512586257575|T=0.7775767209313977/0.959037600591903,Welcome,"[*] Thank you for subscribing to information from COMPANY. From now on, you will receive information from COMPANY to this e-mail address. If you wish to unsubscribe, please click on the link below. (if you cannot click it, copy it and paste it into a Web browser) Best regards, COMPANY",other_corporate_update,0.3326,0.2665,2.581,g00000000,1,True,1.0,auto_assign,2025-09-26T121950Z,v4
1977dc3719601308,2025-06-17,Finnair,gmail,,labor_workforce,Labor / Workforce,ml,auto_assign,auto_assign,keywords+exclusions,0.6599999999999999,False,False,product_launch_partnership,labor_workforce,0.4078,0.2807,2.0195,2.016,2.2119,0.3502,0.4596,True,"[""labor_workforce"", ""incidents_controversies"", ""orders_contracts""]","[0.4078, 0.127, 0.082]",e5+tfidf:v4|alpha=0.473512586257575|T=0.7775767209313977/0.959037600591903,COMPANY to cancel approximately 128 flights due to industrial action at Helsinki Airport on 19 June,"[*] COMPANY to cancel approximately 128 flights due to industrial action at Helsinki Airport on 19 June The Finnish Aviation Union IAU has announced industrial action at COMPANY's home hub, Helsinki Airport, causing extensive disruptions to traffic on Thursday, 19 June. The four-hour industrial actions target different work shifts and thus affect many functions essential also to COMPANY's flights throughout the day, such as ground handling operations and catering services. As industrial action will cause significant disruptions to the operation of flights, COMPANY will have to cancel approxima",labor_workforce,0.4078,0.2807,2.2119,g00000001,1,True,1.0,auto_assign,2025-09-26T121950Z,v4
19781bb569859cf6,2025-06-18,Atlas Copco,gmail,,mna,M&A,rules,by_rules,auto_assign,mna,0.87,False,False,mna,labor_workforce,0.3006,0.1238,2.3403,1.8275,2.3236,0.3606,0.5176,False,"[""labor_workforce"", ""equity_actions_non_buyback"", ""earnings_report""]","[0.3006, 0.1768, 0.127]",e5+tfidf:v4|alpha=0.473512586257575|T=0.7775767209313977/0.959037600591903,Korean based compressor manufacturer has become part of COMPANY Group,"[*] Korean based compressor manufacturer has become part of COMPANY Group Nacka, Sweden, June 18, 2025: Kyungwon Machinery Industry Co., Ltd. (""Kyungwon"") a manufacturer of oil-injected and oil-free screw air compressors as well as oil-free scroll air compressors has become part of COMPANY Group. Kyungwon is located and has its manufacturing plant in Siheung-si, Gyeonggi-do, Korea and was founded in 1968. As part of the acquisition 126 employees will join COMPANY Group. The company's product portfolio includes compressed air and air treatment solutions. Kyungwon provides solutions to a broad r",labor_workforce,0.3006,0.1238,2.3236,g00000002,1,True,1.0,auto_assign,2025-09-26T121950Z,v4
1978219b50bec6fb,2025-06-18,Atrium Ljungberg AB,gmail,,earnings_report,Earnings report,rules,by_rules,needs_review_margin,hi_sig_earnings_v1,0.85,True,False,earnings_report,labor_workforce,0.202,0.0048,2.1716,2.0299,2.4262,0.3463,0.3684,False,"[""labor_workforce"", ""pdmr_managers_transactions"", ""other_corporate_update""]","[0.202, 0.1972, 0.1473]",e5+tfidf:v4|alpha=0.473512586257575|T=0.7775767209313977/0.959037600591903,"COMPANY Ljungberg bjuder in till presentation av delårsrapporten Q2 2025, den 4 juli klockan 9.00","[*] COMPANY Ljungberg bjuder in till presentation av delårsrapporten Q2 2025, den 4 juli klockan 9.00 Med anledning av delårsrapporten januari - juni 2025 bjuder COMPANY Ljungberg in till webbpresentation klockan 9.00 den 4 juli. Delårsrapporten offentliggörs klockan 7.30 samma dag. Analytiker, investerare, media och andra intresserade är välkomna att delta i presentationen där vd Annica Ånäs och cfo Anna Jepson presenterar resultatet för Q2 2025. Presentationen hålls på svenska och kan följas live via webb med möjlighet att ställa frågor. Länk till webbsändning: Vill du ställa frågor, anslut ",labor_workforce,0.202,0.0048,2.4262,g00000003,1,True,1.0,needs_review_margin,2025-09-26T121950Z,v4
19789b912027604e,2025-06-19,Google Cloud,gmail,,credit_ratings,Credit & Ratings,ml,auto_assign,auto_assign,keywords+exclusions,0.2,False,True,other_corporate_update,credit_ratings,0.3349,0.2479,2.5436,1.7338,2.415,0.1568,0.5891,False,"[""credit_ratings"", ""rd_clinical_update"", ""dividend""]","[0.3349, 0.087, 0.0839]",e5+tfidf:v4|alpha=0.473512586257575|T=0.7775767209313977/0.959037600591903,Account confirmation: Your COMPANY Platform trial,"COMPANY Go to my console Welcome to COMPANY. Learn the fundamentals with this tutorial - and see what else you can do on GCP with our Always Free tier. Go to my console Beginning today, you have $300 USD in credit which you can use to: - Evaluate COMPANY risk-free* - Explore a wide range of COMPANY products and services - from Compute Engine and BigQuery to industry-leading AI. - Easily check your credit usage by visiting the billing section of your COMPANY console See what's always free. Before diving into your free trial, take a moment to explore over 20 always-free products in our Always Fr",credit_ratings,0.3349,0.2479,2.415,g00000004,1,True,1.0,auto_assign,2025-09-26T121950Z,v4
197a12a83eac1d81,2025-06-24,Asmodee Group AB,gmail,,earnings_report,Earnings report,ml,auto_assign,auto_assign,keywords+exclusions,0.6599999999999999,False,False,earnings_report,earnings_report,0.2602,0.0679,2.2042,2.1815,2.3942,0.3938,0.3672,False,"[""earnings_report"", ""product_launch_partnership"", ""agm_egm_governance""]","[0.2602, 0.1923, 0.1231]",e5+tfidf:v4|alpha=0.473512586257575|T=0.7775767209313977/0.959037600591903,COMPANY publishes Annual and Sustainability Report for 24/25,"Boulogne-Billancourt, June 24, 2025 - COMPANY, a global leader in the tabletop games industry, today publishes its Annual and Sustainability Report for the fiscal year 24/25. The report is available in both Swedish and English. The Swedish Annual and Sustainability Report is also available on the group's website (in European Single Electronic Format (ESEF). A printed version can be ordered by emailing. For more information, contact Nathalie Redmo, Head of Investor Relations, COMPANY Tel: +46 768 10 22 43 E-mail: COMPANY Corporate Communications team E-mail: About COMPANY COMPANY is a global le",earnings_report,0.2602,0.0679,2.3942,g00000005,1,True,1.0,auto_assign,2025-09-26T121950Z,v4
197a6f6a7999cdc7,2025-06-25,Alfa Laval,gmail,,earnings_report,Earnings report,rules,by_rules,auto_assign,invitation routing,0.8,False,False,earnings_report,rd_clinical_update,0.3634,0.2115,2.264,1.4283,2.2015,0.2096,0.6835,False,"[""rd_clinical_update"", ""earnings_report"", ""debt_bond_issue""]","[0.3634, 0.1519, 0.0914]",e5+tfidf:v4|alpha=0.473512586257575|T=0.7775767209313977/0.959037600591903,Invitation to COMPANY's second quarter conference call,"[*] Invitation to COMPANY's second quarter conference call COMPANY will release second quarter earnings on 22 July at 07:30 am CEST. The conference call will start at 09:00 am CEST. The conference call is hosted by COMPANY's President and CEO Tom Erixon and CFO Fredrik Ekström. To participate in the conference call and ask questions, please register on below link: Diamond Pass Registration You can also follow the conference via a live webcast. A webcast link will be available on | COMPANY Investors Contacts Johan Lundin Head of Investor Relations, COMPANY Mobile: +46 730 46 30 90 Beata Ardhe E",rd_clinical_update,0.3634,0.2115,2.2015,g00000006,1,True,1.0,auto_assign,2025-09-26T121950Z,v4
197aad2dc233a444,2025-06-26,Bavarian Nordic A/S,gmail,,rd_clinical_update,R&D / Clinical & Scientific update,rules,by_rules,auto_assign,hi_sig_rd_clinical_update_v3,0.83,False,False,rd_clinical_update,rd_clinical_update,0.4757,0.199,1.1662,1.7718,1.7457,0.7662,0.5181,False,"[""rd_clinical_update"", ""earnings_report"", ""incidents_controversies""]","[0.4757, 0.2767, 0.0259]",e5+tfidf:v4|alpha=0.473512586257575|T=0.7775767209313977/0.959037600591903,COMPANY Nordic Announces the Initiation of Clinical Trials of Mpox Vaccine in Infants and Pregnant Women,"First studies to evaluate MVA-BN in infants under 2 years of age and pregnant and breastfeeding women. The multi-partner research project is aimed at expanding access to mpox vaccines for vulnerable populations. COPENHAGEN, Denmark, June 26, 2025 - COMPANY (OMX: BAVA) announced today the initiation of the first of two clinical trials designed to support approval and use of the MVA-BN ® mpox/smallpox vaccine in vulnerable populations: infants under 2 years of age and pregnant and breastfeeding women The first participants have been vaccinated in a study (NCT06844487), evaluating the safety and ",rd_clinical_update,0.4757,0.199,1.7457,g00000007,1,True,1.0,auto_assign,2025-09-26T121950Z,v4
197ac36258ada11a,2025-06-26,Maersk,gmail,,incidents_controversies,Incidents / Controversies,ml,auto_assign,auto_assign,keywords+exclusions,0.6599999999999999,False,False,incidents_controversies,incidents_controversies,0.395,0.2899,2.0163,2.1918,2.2487,0.4112,0.3804,True,"[""incidents_controversies"", ""admission_delisting"", ""other_corporate_update""]","[0.395, 0.105, 0.0996]",e5+tfidf:v4|alpha=0.473512586257575|T=0.7775767209313977/0.959037600591903,Customer advisory: Middle East situation update,"MaerskIf you have trouble viewing this email, click here to view an online version. Customer Advisory Middle East Situation Update 26 June 2025 Dear Customer, Tensions in the Middle East have significantly escalated, impacting operations involving Iran and Israel. Given the ongoing volatility and to ensure the safety of our crew, vessels and customers' cargo, COMPANY temporarily suspended vessel calls to the Port of Haifa. As of 25 June 2025, cargo acceptance to Haifa port for imports has been reopened. We are monitoring the situation very closely and based on the recent developments and with ",incidents_controversies,0.395,0.2899,2.2487,g00000008,1,True,1.0,auto_assign,2025-09-26T121950Z,v4
197b1641b576fa2d,2025-06-27,Corem Property Group,gmail,,mna,M&A,rules,by_rules,auto_assign,mna,0.87,False,False,mna,mna,0.2563,0.0236,2.1103,2.1783,2.341,0.4533,0.4009,False,"[""mna"", ""earnings_report"", ""capital_raise_rights_issue""]","[0.2563, 0.2326, 0.0789]",e5+tfidf:v4|alpha=0.473512586257575|T=0.7775767209313977/0.959037600591903,COMPANY divests a property in New York,"[*] COMPANY divests a property in New York [*] COMPANY has signed an agreement with Capstone Equities to divest the project property 28&7 in Manhattan New York at a underlying property value corresponding to approximately SEK 770 million based on today's exchange rate. The total leasable area amounts to approximately 9,300 sq.m, consisting mainly of premises for offices complemented by restaurants on the ground floor. Transfer of the property is planned to take place at the end of August 2025. The divestment causes a net profit effect of approximately -215 million SEK, which is mainly due to t",mna,0.2563,0.0236,2.341,g00000009,1,True,1.0,auto_assign,2025-09-26T121950Z,v4
