press_release_id,release_date,company_name,source,source_url,final_cid,final_category_name,final_source,final_decision,ml_decision,rule_id,rule_conf,rule_lock,rule_needs_review,rule_pred_cid,ml_pred_cid,ml_conf_fused,ml_margin_fused,ml_entropy_emb,ml_entropy_lsa,ml_entropy_fused,ml_p1_emb,ml_p1_lsa,ml_agreement_emb_lsa,ml_top3_cids,ml_top3_probs,ml_version,title,snippet,final_cid_group,ml_conf_fused_group,ml_margin_fused_group,ml_entropy_fused_group,dup_group_id,dup_group_size,is_group_rep,sample_weight_dedup,decision_group,run_id,taxonomy_version
1977a39ee890fcb1,2025-06-16,Addtech,gmail,,other_corporate_update,Other / Corporate update,ml,auto_assign,auto_assign,keywords+exclusions,0.2,False,True,other_corporate_update,other_corporate_update,0.5494,0.5147,0.6539,2.9444,1.9851,0.8805,0.0526,False,"[""other_corporate_update"", ""legal_regulatory_compliance"", ""dividend""]","[0.5494, 0.0347, 0.0322]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,Welcome,"[*] Thank you for subscribing to information from COMPANY. From now on, you will receive information from COMPANY to this e-mail address. If you wish to unsubscribe, please click on the link below. (if you cannot click it, copy it and paste it into a Web browser) Best regards, COMPANY",other_corporate_update,0.5494,0.5147,1.9851,g00000000,1,True,1.0,auto_assign,2025-09-25T083339Z,v3
1977dc3719601308,2025-06-17,Finnair,gmail,,labor_workforce,Labor / Workforce,rules,by_rules,auto_assign,keywords+exclusions,0.6599999999999999,False,False,labor_workforce,labor_workforce,0.4908,0.3113,1.6104,1.6534,1.8382,0.4428,0.5629,True,"[""labor_workforce"", ""incidents_controversies"", ""orders_contracts""]","[0.4908, 0.1795, 0.0613]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,COMPANY to cancel approximately 128 flights due to industrial action at Helsinki Airport on 19 June,"[*] COMPANY to cancel approximately 128 flights due to industrial action at Helsinki Airport on 19 June The Finnish Aviation Union IAU has announced industrial action at COMPANY's home hub, Helsinki Airport, causing extensive disruptions to traffic on Thursday, 19 June. The four-hour industrial actions target different work shifts and thus affect many functions essential also to COMPANY's flights throughout the day, such as ground handling operations and catering services. As industrial action will cause significant disruptions to the operation of flights, COMPANY will have to cancel approxima",labor_workforce,0.4908,0.3113,1.8382,g00000001,1,True,1.0,auto_assign,2025-09-25T083339Z,v3
19781bb569859cf6,2025-06-18,Atlas Copco,gmail,,mna,M&A,rules,by_rules,auto_assign,mna (transactional),0.87,False,False,mna,equity_actions_non_buyback,0.4022,0.1332,1.4239,1.4351,1.8229,0.6657,0.6215,False,"[""equity_actions_non_buyback"", ""labor_workforce"", ""earnings_report""]","[0.4022, 0.269, 0.098]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,Korean based compressor manufacturer has become part of COMPANY Group,"[*] Korean based compressor manufacturer has become part of COMPANY Group Nacka, Sweden, June 18, 2025: Kyungwon Machinery Industry Co., Ltd. (""Kyungwon"") a manufacturer of oil-injected and oil-free screw air compressors as well as oil-free scroll air compressors has become part of COMPANY Group. Kyungwon is located and has its manufacturing plant in Siheung-si, Gyeonggi-do, Korea and was founded in 1968. As part of the acquisition 126 employees will join COMPANY Group. The company's product portfolio includes compressed air and air treatment solutions. Kyungwon provides solutions to a broad r",equity_actions_non_buyback,0.4022,0.1332,1.8229,g00000002,1,True,1.0,auto_assign,2025-09-25T083339Z,v3
1978219b50bec6fb,2025-06-18,Atrium Ljungberg AB,gmail,,labor_workforce,Labor / Workforce,ml,auto_assign,auto_assign,keywords+exclusions,0.2,False,True,other_corporate_update,labor_workforce,0.2954,0.1194,1.8023,1.7036,2.1842,0.4498,0.4353,False,"[""labor_workforce"", ""pdmr_managers_transactions"", ""other_corporate_update""]","[0.2954, 0.176, 0.1249]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,"COMPANY Ljungberg bjuder in till presentation av delårsrapporten Q2 2025, den 4 juli klockan 9.00","[*] COMPANY Ljungberg bjuder in till presentation av delårsrapporten Q2 2025, den 4 juli klockan 9.00 Med anledning av delårsrapporten januari - juni 2025 bjuder COMPANY Ljungberg in till webbpresentation klockan 9.00 den 4 juli. Delårsrapporten offentliggörs klockan 7.30 samma dag. Analytiker, investerare, media och andra intresserade är välkomna att delta i presentationen där vd Annica Ånäs och cfo Anna Jepson presenterar resultatet för Q2 2025. Presentationen hålls på svenska och kan följas live via webb med möjlighet att ställa frågor. Länk till webbsändning: Vill du ställa frågor, anslut ",labor_workforce,0.2954,0.1194,2.1842,g00000003,1,True,1.0,auto_assign,2025-09-25T083339Z,v3
19789b912027604e,2025-06-19,Google Cloud,gmail,,credit_ratings,Credit & Ratings,ml,auto_assign,auto_assign,keywords+exclusions,0.2,False,True,other_corporate_update,credit_ratings,0.3599,0.2375,2.2981,0.9124,2.1723,0.1973,0.8271,False,"[""credit_ratings"", ""dividend"", ""debt_bond_issue""]","[0.3599, 0.1224, 0.1127]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,Account confirmation: Your COMPANY Platform trial,"COMPANY Go to my console Welcome to COMPANY. Learn the fundamentals with this tutorial - and see what else you can do on GCP with our Always Free tier. Go to my console Beginning today, you have $300 USD in credit which you can use to: - Evaluate COMPANY risk-free* - Explore a wide range of COMPANY products and services - from Compute Engine and BigQuery to industry-leading AI. - Easily check your credit usage by visiting the billing section of your COMPANY console See what's always free. Before diving into your free trial, take a moment to explore over 20 always-free products in our Always Fr",credit_ratings,0.3599,0.2375,2.1723,g00000004,1,True,1.0,auto_assign,2025-09-25T083339Z,v3
197a12a83eac1d81,2025-06-24,Asmodee Group AB,gmail,,earnings_report,Earnings report,rules,by_rules,auto_assign,keywords+exclusions,0.6599999999999999,False,False,earnings_report,product_launch_partnership,0.3264,0.0619,1.7507,1.8822,2.0653,0.5392,0.4457,False,"[""product_launch_partnership"", ""earnings_report"", ""agm_egm_governance""]","[0.3264, 0.2645, 0.1038]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,COMPANY publishes Annual and Sustainability Report for 24/25,"Boulogne-Billancourt, June 24, 2025 - COMPANY, a global leader in the tabletop games industry, today publishes its Annual and Sustainability Report for the fiscal year 24/25. The report is available in both Swedish and English. The Swedish Annual and Sustainability Report is also available on the group's website (in European Single Electronic Format (ESEF). A printed version can be ordered by emailing. For more information, contact Nathalie Redmo, Head of Investor Relations, COMPANY Tel: +46 768 10 22 43 E-mail: COMPANY Corporate Communications team E-mail: About COMPANY COMPANY is a global le",product_launch_partnership,0.3264,0.0619,2.0653,g00000005,1,True,1.0,auto_assign,2025-09-25T083339Z,v3
197a6f6a7999cdc7,2025-06-25,Alfa Laval,gmail,,earnings_report,Earnings report,rules,by_rules,auto_assign,invitation routing,0.8,False,False,earnings_report,earnings_report,0.4666,0.3417,1.9792,0.984,1.8356,0.2477,0.7949,True,"[""earnings_report"", ""dividend"", ""debt_bond_issue""]","[0.4666, 0.1248, 0.1247]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,Invitation to COMPANY's second quarter conference call,"[*] Invitation to COMPANY's second quarter conference call COMPANY will release second quarter earnings on 22 July at 07:30 am CEST. The conference call will start at 09:00 am CEST. The conference call is hosted by COMPANY's President and CEO Tom Erixon and CFO Fredrik Ekström. To participate in the conference call and ask questions, please register on below link: Diamond Pass Registration You can also follow the conference via a live webcast. A webcast link will be available on | COMPANY Investors Contacts Johan Lundin Head of Investor Relations, COMPANY Mobile: +46 730 46 30 90 Beata Ardhe E",earnings_report,0.4666,0.3417,1.8356,g00000006,1,True,1.0,auto_assign,2025-09-25T083339Z,v3
197aad2dc233a444,2025-06-26,Bavarian Nordic A/S,gmail,,product_launch_partnership,Product / Launch / Partnership,rules,by_rules,auto_assign,keywords+exclusions,0.6599999999999999,False,False,product_launch_partnership,earnings_report,0.3605,0.2056,2.1146,0.7005,2.0494,0.2561,0.8781,False,"[""earnings_report"", ""pdmr_managers_transactions"", ""product_launch_partnership""]","[0.3605, 0.1549, 0.153]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,COMPANY Nordic Announces the Initiation of Clinical Trials of Mpox Vaccine in Infants and Pregnant Women,"First studies to evaluate MVA-BN in infants under 2 years of age and pregnant and breastfeeding women. The multi-partner research project is aimed at expanding access to mpox vaccines for vulnerable populations. COPENHAGEN, Denmark, June 26, 2025 - COMPANY (OMX: BAVA) announced today the initiation of the first of two clinical trials designed to support approval and use of the MVA-BN ® mpox/smallpox vaccine in vulnerable populations: infants under 2 years of age and pregnant and breastfeeding women The first participants have been vaccinated in a study (NCT06844487), evaluating the safety and ",earnings_report,0.3605,0.2056,2.0494,g00000007,1,True,1.0,auto_assign,2025-09-25T083339Z,v3
197ac36258ada11a,2025-06-26,Maersk,gmail,,incidents_controversies,Incidents / Controversies,rules,by_rules,auto_assign,keywords+exclusions,0.6599999999999999,False,False,incidents_controversies,incidents_controversies,0.5068,0.3677,1.5676,1.8626,1.8432,0.5306,0.471,True,"[""incidents_controversies"", ""admission_delisting"", ""other_corporate_update""]","[0.5068, 0.1391, 0.0818]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,Customer advisory: Middle East situation update,"MaerskIf you have trouble viewing this email, click here to view an online version. Customer Advisory Middle East Situation Update 26 June 2025 Dear Customer, Tensions in the Middle East have significantly escalated, impacting operations involving Iran and Israel. Given the ongoing volatility and to ensure the safety of our crew, vessels and customers' cargo, COMPANY temporarily suspended vessel calls to the Port of Haifa. As of 25 June 2025, cargo acceptance to Haifa port for imports has been reopened. We are monitoring the situation very closely and based on the recent developments and with ",incidents_controversies,0.5068,0.3677,1.8432,g00000008,1,True,1.0,auto_assign,2025-09-25T083339Z,v3
197b1641b576fa2d,2025-06-27,Corem Property Group,gmail,,mna,M&A,rules,by_rules,auto_assign,mna (transactional),0.87,False,False,mna,mna,0.4295,0.2142,1.4386,1.866,1.9101,0.6671,0.4959,False,"[""mna"", ""earnings_report"", ""capital_raise_rights_issue""]","[0.4295, 0.2153, 0.0645]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,COMPANY divests a property in New York,"[*] COMPANY divests a property in New York [*] COMPANY has signed an agreement with Capstone Equities to divest the project property 28&7 in Manhattan New York at a underlying property value corresponding to approximately SEK 770 million based on today's exchange rate. The total leasable area amounts to approximately 9,300 sq.m, consisting mainly of premises for offices complemented by restaurants on the ground floor. Transfer of the property is planned to take place at the end of August 2025. The divestment causes a net profit effect of approximately -215 million SEK, which is mainly due to t",mna,0.4295,0.2142,1.9101,g00000009,1,True,1.0,auto_assign,2025-09-25T083339Z,v3
197b1514b41847fe,2025-06-27,Maersk,gmail,,product_launch_partnership,Product / Launch / Partnership,rules,by_rules,auto_assign,keywords+exclusions,0.6599999999999999,False,False,product_launch_partnership,admission_delisting,0.3656,0.1322,1.4908,1.6905,1.966,0.6047,0.5384,False,"[""admission_delisting"", ""other_corporate_update"", ""incidents_controversies""]","[0.3656, 0.2334, 0.1416]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,Customer advisory: Middle East situation update,"MaerskIf you have trouble viewing this email, click here to view an online version. Customer Advisory Middle East Situation Update 27 June 2025 Dear Customer, Due to escalations in tensions in the Middle East that have impacted operations involving Iran and Israel, COMPANY has previously announced a temporary suspension of vessel calls to the Port of Haifa. With the prospect of current cease-fire agreement bringing de-escalation to the conflict, we have decided to resume vessel calls to the Port of Haifa, and acceptance for both import and export cargo is now open. We will continue to monitor ",admission_delisting,0.3656,0.1322,1.966,g00000010,1,True,1.0,auto_assign,2025-09-25T083339Z,v3
197b09d980b72d83,2025-06-27,Addnode Group,gmail,,earnings_report,Earnings report,rules,by_rules,auto_assign,invitation routing,0.8,False,False,earnings_report,earnings_report,0.3359,0.0915,2.2427,1.468,2.0708,0.2522,0.4616,True,"[""earnings_report"", ""personnel_management_change"", ""product_launch_partnership""]","[0.3359, 0.2444, 0.0915]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,Invitation to presentation of COMPANY's Interim Report January - June 2025,"COMPANY is pleased to invite investors, analysts, and media to a presentation where President and CEO Johan Andersson and CFO Kristina Elfström Mackintosh will present the interim report January - June 2025. After the presentation, there will be an opportunity to ask questions. Date: Monday, July 14, 2025 Time: 11:00 AM CEST Access to audiocast and teleconference with the ability to ask questions verbally: The presentation will be held in English. The interim report will be published at 10:30 AM CEST the same day. The full report, presentation, and links to the audiocast and teleconference wil",earnings_report,0.3359,0.0915,2.0708,g00000011,1,True,1.0,auto_assign,2025-09-25T083339Z,v3
197b030657a6a768,2025-06-27,Axfood,gmail,,earnings_report,Earnings report,rules,by_rules,auto_assign,keywords+exclusions,0.72,False,False,earnings_report,earnings_report,0.4319,0.2604,2.0071,0.9465,1.8867,0.2764,0.8082,False,"[""earnings_report"", ""personnel_management_change"", ""dividend""]","[0.4319, 0.1714, 0.1422]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,Invitation to the presentation of COMPANY's second quarter 2025,"[*] Invitation to the presentation of COMPANY's second quarter 2025 COMPANY invites investors, analysts and the press to a presentation of the interim report for the second quarter 2025 at 9:30 am CET on 11 July. The report will be published at 7:00 am CET the same day. COMPANY's President and CEO Simone Margulies will present the report together with CFO Anders Lexmon. The presentation will be held in English. Time: Friday, 11 July at 9:30 am CET To follow the presentation webcast, please use this link. To participate via teleconference, please register via this link. After registration, you ",earnings_report,0.4319,0.2604,1.8867,g00000012,1,True,1.0,auto_assign,2025-09-25T083339Z,v3
197c4adff1b08926,2025-07-01,Asker Healthcare Group AB,gmail,,mna,M&A,rules,by_rules,auto_assign,mna (transactional),0.87,False,False,mna,agm_egm_governance,0.431,0.2681,2.0467,1.3944,1.9595,0.3344,0.5759,True,"[""agm_egm_governance"", ""mna"", ""labor_workforce""]","[0.431, 0.163, 0.1257]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,Acquisition of Scan Modul,"[*] Acquisition of Scan Modul COMPANY Healthcare Group has signed an agreement to acquire 100 per cent of the shares in Scan Modul International Holding B.V. Based in the Netherlands Scan Modul is a leading provider of hospital workflow solutions for smart and safe logistics. [*] ""Scan Modul will be an excellent complement to our existing offering. We are already selling the products that are stored in their solutions in the same markets, and now we can offer an even more comprehensive solution to support nurses and doctors in their daily work. We are pleased to welcome the team from Scan Modu",agm_egm_governance,0.431,0.2681,1.9595,g00000013,1,True,1.0,auto_assign,2025-09-25T083339Z,v3
197c4ae1d50b856c,2025-07-01,Bravida Holding AB,gmail,,capital_raise_rights_issue,Capital raise / Rights issue,rules,by_rules,auto_assign,keywords+exclusions,0.6599999999999999,False,False,capital_raise_rights_issue,debt_bond_issue,0.3292,0.0724,1.8543,1.6719,2.089,0.5085,0.5762,False,"[""debt_bond_issue"", ""share_buyback"", ""earnings_report""]","[0.3292, 0.2568, 0.0937]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,COMPANY's climate targets approved by the Science Based Targets initiative,"[*] COMPANY's climate targets approved by the Science Based Targets initiative The Science Based Targets initiative (SBTi) has approved COMPANY's emission reduction targets. The climate targets are absolute emissions targets for Scope 1 and 2, and engagement targets for COMPANY's Scope 3 emissions. COMPANY's near term targets, now approved by the SBTi are to reduce its absolute Scope 1 and Scope 2 greenhouse gas emissions by 42 percent by 2029, compared to the base year 2023*. SBTi is a global organisation that makes it possible for companies to set ambitious emission reduction targets in line",debt_bond_issue,0.3292,0.0724,2.089,g00000014,1,True,1.0,auto_assign,2025-09-25T083339Z,v3
197c4c9b2e8ce317,2025-07-01,AFRY,gmail,,earnings_report,Earnings report,rules,by_rules,auto_assign,invitation routing,0.8,False,False,earnings_report,earnings_report,0.3911,0.2096,2.1923,1.0202,2.0464,0.2994,0.7957,False,"[""earnings_report"", ""product_launch_partnership"", ""debt_bond_issue""]","[0.3911, 0.1815, 0.1237]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,Invitation to presentation of COMPANY's Q2 report 2025,"[*] Invitation to presentation of COMPANY's Q2 report 2025 COMPANY invites investors, analysts and media to a presentation of the Q2 report for 2025 on Tuesday, July 15, at 10:00 CET with Linda Pålsson, President and CEO, and Bo Sandström, CFO. The report will be published at 07:00 CET on the same day. Analysts and investors who wish to ask questions are welcome to join the presentation through the Teams link below. Please use the ""Raise Your Hand"" feature during the Q&A session. It is also possible to follow the presentation through a webcast, without the opportunity to ask questions. Date: T",earnings_report,0.3911,0.2096,2.0464,g00000015,1,True,1.0,auto_assign,2025-09-25T083339Z,v3
197c501b8d97a4e7,2025-07-01,Alvotech,gmail,,product_launch_partnership,Product / Launch / Partnership,rules,by_rules,auto_assign,keywords+exclusions,0.6599999999999999,False,False,product_launch_partnership,legal_regulatory_compliance,0.3075,0.0279,1.7082,1.1577,2.0121,0.5081,0.68,False,"[""legal_regulatory_compliance"", ""product_launch_partnership"", ""labor_workforce""]","[0.3075, 0.2796, 0.0832]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,COMPANY and Advanz Pharma Enter into European Supply and Commercialization Agreement for Biosimilar Candidate to Cimzia® (certolizumab pegol),"July 1, 2025 4:00 AM EDT COMPANY and Advanz Pharma Enter into European Supply and Commercialization Agreement for Biosimilar Candidate to Cimzia® (certolizumab pegol) View this release → Or click here to view all releases. You are subscribed to COMPANY Investor Relations email alerts. To unsubscribe from all alerts, please click here. COMPANY Saemundargata 15-19, 102, Reykjavik,, Iceland Service provided by Notified",legal_regulatory_compliance,0.3075,0.0279,2.0121,g00000016,1,True,1.0,auto_assign,2025-09-25T083339Z,v3
