press_release_id,release_date,company_name,source,source_url,final_cid,final_category_name,final_source,final_decision,ml_decision,rule_id,rule_conf,rule_lock,rule_needs_review,rule_pred_cid,ml_pred_cid,ml_conf_fused,ml_margin_fused,ml_entropy_emb,ml_entropy_lsa,ml_entropy_fused,ml_p1_emb,ml_p1_lsa,ml_agreement_emb_lsa,ml_top3_cids,ml_top3_probs,ml_version,title,snippet,final_cid_group,ml_conf_fused_group,ml_margin_fused_group,ml_entropy_fused_group,dup_group_id,dup_group_size,is_group_rep,sample_weight_dedup,decision_group,run_id,taxonomy_version
1977a39ee890fcb1,2025-06-16,Addtech,gmail,,other_corporate_update,Other / Corporate update,ml,auto_assign,auto_assign,keywords+exclusions,0.2,False,True,other_corporate_update,other_corporate_update,0.548,0.5079,0.6504,2.9444,1.9868,0.8782,0.0526,False,"[""other_corporate_update"", ""legal_regulatory_compliance"", ""incidents_controversies""]","[0.548, 0.0401, 0.0364]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,Welcome,"[*] Thank you for subscribing to information from COMPANY. From now on, you will receive information from COMPANY to this e-mail address. If you wish to unsubscribe, please click on the link below. (if you cannot click it, copy it and paste it into a Web browser) Best regards, COMPANY",other_corporate_update,0.548,0.5079,1.9868,g00000000,1,True,1.0,auto_assign,2025-09-24T105408Z,v3
1977dc3719601308,2025-06-17,Finnair,gmail,,labor_workforce,Labor / Workforce,ml,auto_assign,auto_assign,keywords+exclusions,0.6799999999999999,False,False,labor_workforce,labor_workforce,0.4881,0.2966,1.6306,1.5666,1.8188,0.417,0.5948,True,"[""labor_workforce"", ""incidents_controversies"", ""orders_contracts""]","[0.4881, 0.1916, 0.0627]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,COMPANY to cancel approximately 128 flights due to industrial action at Helsinki Airport on 19 June,"[*] COMPANY to cancel approximately 128 flights due to industrial action at Helsinki Airport on 19 June The Finnish Aviation Union IAU has announced industrial action at COMPANY's home hub, Helsinki Airport, causing extensive disruptions to traffic on Thursday, 19 June. The four-hour industrial actions target different work shifts and thus affect many functions essential also to COMPANY's flights throughout the day, such as ground handling operations and catering services. As industrial action will cause significant disruptions to the operation of flights, COMPANY will have to cancel approxima",labor_workforce,0.4881,0.2966,1.8188,g00000001,1,True,1.0,auto_assign,2025-09-24T105408Z,v3
19781bb569859cf6,2025-06-18,Atlas Copco,gmail,,mna,M&A,rules,by_rules,auto_assign,mna (transactional),0.87,False,False,mna,equity_actions_non_buyback,0.3941,0.1385,1.4631,1.5458,1.8608,0.6519,0.5777,False,"[""equity_actions_non_buyback"", ""labor_workforce"", ""earnings_report""]","[0.3941, 0.2557, 0.1027]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,Korean based compressor manufacturer has become part of COMPANY Group,"[*] Korean based compressor manufacturer has become part of COMPANY Group Nacka, Sweden, June 18, 2025: Kyungwon Machinery Industry Co., Ltd. (""Kyungwon"") a manufacturer of oil-injected and oil-free screw air compressors as well as oil-free scroll air compressors has become part of COMPANY Group. Kyungwon is located and has its manufacturing plant in Siheung-si, Gyeonggi-do, Korea and was founded in 1968. As part of the acquisition 126 employees will join COMPANY Group. The company's product portfolio includes compressed air and air treatment solutions. Kyungwon provides solutions to a broad r",equity_actions_non_buyback,0.3941,0.1385,1.8608,g00000002,1,True,1.0,auto_assign,2025-09-24T105408Z,v3
1978219b50bec6fb,2025-06-18,Atrium Ljungberg AB,gmail,,labor_workforce,Labor / Workforce,ml,auto_assign,auto_assign,keywords+exclusions,0.2,False,True,other_corporate_update,labor_workforce,0.3113,0.1355,1.7472,1.7036,2.1537,0.4764,0.4353,False,"[""labor_workforce"", ""pdmr_managers_transactions"", ""other_corporate_update""]","[0.3113, 0.1758, 0.1249]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,"COMPANY Ljungberg bjuder in till presentation av delårsrapporten Q2 2025, den 4 juli klockan 9.00","[*] COMPANY Ljungberg bjuder in till presentation av delårsrapporten Q2 2025, den 4 juli klockan 9.00 Med anledning av delårsrapporten januari - juni 2025 bjuder COMPANY Ljungberg in till webbpresentation klockan 9.00 den 4 juli. Delårsrapporten offentliggörs klockan 7.30 samma dag. Analytiker, investerare, media och andra intresserade är välkomna att delta i presentationen där vd Annica Ånäs och cfo Anna Jepson presenterar resultatet för Q2 2025. Presentationen hålls på svenska och kan följas live via webb med möjlighet att ställa frågor. Länk till webbsändning: Vill du ställa frågor, anslut ",labor_workforce,0.3113,0.1355,2.1537,g00000003,1,True,1.0,auto_assign,2025-09-24T105408Z,v3
19789b912027604e,2025-06-19,Google Cloud,gmail,,credit_ratings,Credit & Ratings,ml,auto_assign,auto_assign,keywords+exclusions,0.2,False,True,other_corporate_update,credit_ratings,0.3662,0.2159,2.2823,0.8787,2.1488,0.2479,0.8355,False,"[""credit_ratings"", ""debt_bond_issue"", ""product_launch_partnership""]","[0.3662, 0.1504, 0.1019]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,Account confirmation: Your COMPANY Platform trial,"COMPANY Go to my console Welcome to COMPANY. Learn the fundamentals with this tutorial - and see what else you can do on GCP with our Always Free tier. Go to my console Beginning today, you have $300 USD in credit which you can use to: - Evaluate COMPANY risk-free* - Explore a wide range of COMPANY products and services - from Compute Engine and BigQuery to industry-leading AI. - Easily check your credit usage by visiting the billing section of your COMPANY console See what's always free. Before diving into your free trial, take a moment to explore over 20 always-free products in our Always Fr",credit_ratings,0.3662,0.2159,2.1488,g00000004,1,True,1.0,auto_assign,2025-09-24T105408Z,v3
1978f50da17513ac,2025-06-20,Alvotech,gmail,,personnel_management_change,Personnel / Management change,ml,auto_assign,auto_assign,keywords+exclusions,0.2,False,True,other_corporate_update,personnel_management_change,0.2791,0.0297,2.0463,1.2347,2.1267,0.3936,0.6951,False,"[""personnel_management_change"", ""product_launch_partnership"", ""admission_listing""]","[0.2791, 0.2494, 0.129]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,Weekly Summary Alert for COMPANY,"COMPANY added the following items during the week of June 16, 2025 ALVO Monday Tuesday Wednesday Thursday Friday Opening Price $9.75 $9.30 $9.20 N/A $8.90 Last Trade $9.34 $9.22 $9.01 N/A $9.35 Price Change -$0.40 -$0.12 -$0.21 N/A +$0.34 Percent Change -4.11% -1.28% -2.28% N/A +3.77% Day High $9.75 $9.45 $9.21 N/A $9.40 Day Low $9.29 $9.21 $8.98 N/A $8.73 Volume 105,879 81,445 143,329 N/A 268,158 Visit the website → You are subscribed to COMPANY Investor Relations email alerts. To unsubscribe from all alerts, please click here. COMPANY Saemundargata 15-19, 102, Reykjavik,, Iceland Service pro",personnel_management_change,0.2791,0.0297,2.1267,g00000005,1,True,1.0,auto_assign,2025-09-24T105408Z,v3
1978f549bb8a27af,2025-06-20,ALK,gmail,,product_launch_partnership,Product / Launch / Partnership,ml,auto_assign,auto_assign,keywords+exclusions,0.2,False,True,other_corporate_update,product_launch_partnership,0.2916,0.049,1.7582,1.5457,2.0816,0.4631,0.5916,False,"[""product_launch_partnership"", ""personnel_management_change"", ""other_corporate_update""]","[0.2916, 0.2426, 0.1313]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,Weekly Summary Alert for COMPANY,"COMPANY added the following items during the week of June 16, 2025 All Releases COMPANY presented comprehensive data on two new paediatric AIT tablets and a nasal adrenaline spray at EAACI 2025 COMPANY's tablet mod træpollenallergi godkendt til allergivaccination af børn fra fem år ALKB Monday Tuesday Wednesday Thursday Friday Opening Price 185.40 181.40 179.50 179.20 181.60 Last Trade 183.00 180.50 180.40 181.50 181.00 Price Change -2.50 -2.50 -0.10 +1.10 -0.50 Percent Change -1.35% -1.37% -0.06% +0.61% -0.28% Day High 186.80 182.60 181.70 182.40 182.80 Day Low 181.20 179.30 179.40 179.00 179",product_launch_partnership,0.2916,0.049,2.0816,g00000006,1,True,1.0,auto_assign,2025-09-24T105408Z,v3
197a12a83eac1d81,2025-06-24,Asmodee Group AB,gmail,,product_launch_partnership,Product / Launch / Partnership,ml,auto_assign,auto_assign,keywords+exclusions,0.6799999999999999,False,False,earnings_report,product_launch_partnership,0.3305,0.072,1.7587,1.8522,2.0746,0.546,0.4571,False,"[""product_launch_partnership"", ""earnings_report"", ""agm_egm_governance""]","[0.3305, 0.2585, 0.1011]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,COMPANY publishes Annual and Sustainability Report for 24/25,"Boulogne-Billancourt, June 24, 2025 - COMPANY, a global leader in the tabletop games industry, today publishes its Annual and Sustainability Report for the fiscal year 24/25. The report is available in both Swedish and English. The Swedish Annual and Sustainability Report is also available on the group's website (in European Single Electronic Format (ESEF). A printed version can be ordered by emailing. For more information, contact Nathalie Redmo, Head of Investor Relations, COMPANY Tel: +46 768 10 22 43 E-mail: COMPANY Corporate Communications team E-mail: About COMPANY COMPANY is a global le",product_launch_partnership,0.3305,0.072,2.0746,g00000007,1,True,1.0,auto_assign,2025-09-24T105408Z,v3
197a6f6a7999cdc7,2025-06-25,Alfa Laval,gmail,,earnings_report,Earnings report,rules,by_rules,auto_assign,invitation routing,0.8,False,False,earnings_report,earnings_report,0.4527,0.3049,1.9872,0.9883,1.8563,0.2374,0.7942,False,"[""earnings_report"", ""debt_bond_issue"", ""product_launch_partnership""]","[0.4527, 0.1478, 0.127]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,Invitation to COMPANY's second quarter conference call,"[*] Invitation to COMPANY's second quarter conference call COMPANY will release second quarter earnings on 22 July at 07:30 am CEST. The conference call will start at 09:00 am CEST. The conference call is hosted by COMPANY's President and CEO Tom Erixon and CFO Fredrik Ekström. To participate in the conference call and ask questions, please register on below link: Diamond Pass Registration You can also follow the conference via a live webcast. A webcast link will be available on | COMPANY Investors Contacts Johan Lundin Head of Investor Relations, COMPANY Mobile: +46 730 46 30 90 Beata Ardhe E",earnings_report,0.4527,0.3049,1.8563,g00000008,1,True,1.0,auto_assign,2025-09-24T105408Z,v3
197aad2dc233a444,2025-06-26,Bavarian Nordic A/S,gmail,,earnings_report,Earnings report,ml,auto_assign,auto_assign,keywords+exclusions,0.6799999999999999,False,False,product_launch_partnership,earnings_report,0.3577,0.1764,2.1013,0.7277,2.0496,0.3,0.8716,False,"[""earnings_report"", ""pdmr_managers_transactions"", ""incidents_controversies""]","[0.3577, 0.1813, 0.1289]",e5+tfidf:v3|alpha=0.6|T=0.6/0.8,COMPANY Nordic Announces the Initiation of Clinical Trials of Mpox Vaccine in Infants and Pregnant Women,"First studies to evaluate MVA-BN in infants under 2 years of age and pregnant and breastfeeding women. The multi-partner research project is aimed at expanding access to mpox vaccines for vulnerable populations. COPENHAGEN, Denmark, June 26, 2025 - COMPANY (OMX: BAVA) announced today the initiation of the first of two clinical trials designed to support approval and use of the MVA-BN ® mpox/smallpox vaccine in vulnerable populations: infants under 2 years of age and pregnant and breastfeeding women The first participants have been vaccinated in a study (NCT06844487), evaluating the safety and ",earnings_report,0.3577,0.1764,2.0496,g00000009,1,True,1.0,auto_assign,2025-09-24T105408Z,v3
