press_release_id,release_date,company_name,source,source_url,final_cid,final_category_name,final_source,final_decision,ml_decision,rule_id,rule_conf,rule_lock,rule_needs_review,rule_pred_cid,ml_pred_cid,ml_conf_fused,ml_margin_fused,ml_entropy_emb,ml_entropy_lsa,ml_entropy_fused,ml_p1_emb,ml_p1_lsa,ml_agreement_emb_lsa,ml_top3_cids,ml_top3_probs,ml_version,title,snippet,final_cid_group,ml_conf_fused_group,ml_margin_fused_group,ml_entropy_fused_group,dup_group_id,dup_group_size,is_group_rep,sample_weight_dedup,decision_group,run_id,taxonomy_version
1977a39ee890fcb1,2025-06-16,Addtech,gmail,,other_corporate_update,Other / Corporate update,ml,needs_review_low_sim,needs_review_low_sim,fallback,0.2,False,True,other_corporate_update,other_corporate_update,0.0533,0.0002,2.9444,2.9444,2.9444,0.0537,0.0526,False,"[""other_corporate_update"", ""admission_delisting"", ""dividend""]","[0.0533, 0.0531, 0.053]",e5+tfidf:v3|alpha=0.6|T=1.0/0.8,Welcome,"[*] Thank you for subscribing to information from COMPANY. From now on, you will receive information from COMPANY to this e-mail address. If you wish to unsubscribe, please click on the link below. (if you cannot click it, copy it and paste it into a Web browser) Best regards, COMPANY",other_corporate_update,0.0533,0.0002,2.9444,g00000000,1,True,1.0,needs_review_low_sim,2025-09-04T082238Z,v3
1977dc3719601308,2025-06-17,Finnair,gmail,,labor_workforce,Labor / Workforce,ml,needs_review_low_sim,needs_review_low_sim,keywords+exclusions,0.6799999999999999,False,False,labor_workforce,labor_workforce,0.0536,0.0002,2.9443,2.9444,2.9444,0.0541,0.0532,False,"[""labor_workforce"", ""admission_delisting"", ""incidents_controversies""]","[0.0536, 0.0535, 0.0534]",e5+tfidf:v3|alpha=0.6|T=1.0/0.8,COMPANY to cancel approximately 128 flights due to industrial action at Helsinki Airport on 19 June,"[*] COMPANY to cancel approximately 128 flights due to industrial action at Helsinki Airport on 19 June The Finnish Aviation Union IAU has announced industrial action at COMPANY's home hub, Helsinki Airport, causing extensive disruptions to traffic on Thursday, 19 June. The four-hour industrial actions target different work shifts and thus affect many functions essential also to COMPANY's flights throughout the day, such as ground handling operations and catering services. As industrial action will cause significant disruptions to the operation of flights, COMPANY will have to cancel approxima",labor_workforce,0.0536,0.0002,2.9444,g00000001,1,True,1.0,needs_review_low_sim,2025-09-04T082238Z,v3
19781bb569859cf6,2025-06-18,Atlas Copco,gmail,,product_launch_partnership,Product / Launch / Partnership,ml,needs_review_low_sim,needs_review_low_sim,fallback,0.2,False,True,other_corporate_update,product_launch_partnership,0.0533,0.0,2.9444,2.9444,2.9444,0.0537,0.0533,False,"[""product_launch_partnership"", ""equity_actions_non_buyback"", ""other_corporate_update""]","[0.0533, 0.0532, 0.0531]",e5+tfidf:v3|alpha=0.6|T=1.0/0.8,Korean based compressor manufacturer has become part of COMPANY Group,"[*] Korean based compressor manufacturer has become part of COMPANY Group Nacka, Sweden, June 18, 2025: Kyungwon Machinery Industry Co., Ltd. (""Kyungwon"") a manufacturer of oil-injected and oil-free screw air compressors as well as oil-free scroll air compressors has become part of COMPANY Group. Kyungwon is located and has its manufacturing plant in Siheung-si, Gyeonggi-do, Korea and was founded in 1968. As part of the acquisition 126 employees will join COMPANY Group. The company's product portfolio includes compressed air and air treatment solutions. Kyungwon provides solutions to a broad r",product_launch_partnership,0.0533,0.0,2.9444,g00000002,1,True,1.0,needs_review_low_sim,2025-09-04T082238Z,v3
19781dc298a97bf0,2025-06-18,Bavarian Nordic A/S,gmail,,earnings_report,Earnings report,ml,needs_review_low_sim,needs_review_low_sim,keywords+exclusions,0.6799999999999999,False,False,product_launch_partnership,earnings_report,0.0535,0.0003,2.9444,2.9444,2.9444,0.0537,0.0552,False,"[""earnings_report"", ""capital_raise_rights_issue"", ""equity_actions_non_buyback""]","[0.0535, 0.0532, 0.0531]",e5+tfidf:v3|alpha=0.6|T=1.0/0.8,COMPANY Nordic Announces Sale of Priority Review Voucher for USD 160 Million,"COPENHAGEN, Denmark, June 18, 2025 - COMPANY (OMX: BAVA) announced today that it has entered into an agreement to sell its Priority Review Voucher (PRV) for a total cash consideration of USD 160 million. COMPANY Nordic was awarded the PRV in February 2025, following the approval by the U.S. Food and Drug Administration of the chikungunya vaccine, VIMKUNYA™ for prevention of disease caused by chikungunya virus in people 12 years of age and older. Pursuant to a license agreement assumed upon acquisition of the chikungunya vaccine in 2023, National Institutes of Health (NIH) will receive 20% of t",earnings_report,0.0535,0.0003,2.9444,g00000003,1,True,1.0,needs_review_low_sim,2025-09-04T082238Z,v3
1978219b50bec6fb,2025-06-18,Atrium Ljungberg AB,gmail,,earnings_report,Earnings report,ml,needs_review_low_sim,needs_review_low_sim,fallback,0.2,False,True,other_corporate_update,earnings_report,0.0531,0.0001,2.9444,2.9444,2.9444,0.0534,0.0537,False,"[""earnings_report"", ""labor_workforce"", ""dividend""]","[0.0531, 0.053, 0.053]",e5+tfidf:v3|alpha=0.6|T=1.0/0.8,"COMPANY Ljungberg bjuder in till presentation av delårsrapporten Q2 2025, den 4 juli klockan 9.00","[*] COMPANY Ljungberg bjuder in till presentation av delårsrapporten Q2 2025, den 4 juli klockan 9.00 Med anledning av delårsrapporten januari - juni 2025 bjuder COMPANY Ljungberg in till webbpresentation klockan 9.00 den 4 juli. Delårsrapporten offentliggörs klockan 7.30 samma dag. Analytiker, investerare, media och andra intresserade är välkomna att delta i presentationen där vd Annica Ånäs och cfo Anna Jepson presenterar resultatet för Q2 2025. Presentationen hålls på svenska och kan följas live via webb med möjlighet att ställa frågor. Länk till webbsändning: Vill du ställa frågor, anslut ",earnings_report,0.0531,0.0001,2.9444,g00000004,1,True,1.0,needs_review_low_sim,2025-09-04T082238Z,v3
19782b2aedc4393e,2025-06-18,Finnair,gmail,,product_launch_partnership,Product / Launch / Partnership,ml,needs_review_low_sim,needs_review_low_sim,keywords+exclusions,0.6799999999999999,False,False,product_launch_partnership,product_launch_partnership,0.0536,0.0007,2.9444,2.9444,2.9444,0.054,0.0533,False,"[""product_launch_partnership"", ""admission_listing"", ""earnings_report""]","[0.0536, 0.0529, 0.0528]",e5+tfidf:v3|alpha=0.6|T=1.0/0.8,70 years of COMPANY flights to Ivalo - Celebrating our history of extensive connections to Lapland,"[*] 70 years of COMPANY flights to Ivalo - Celebrating our history of extensive connections to Lapland COMPANY celebrates a significant milestone this week: 70 years since the launch of its first flight to Ivalo, the airline's northernmost destination in Finland. The inaugural service took place on 18 June 1955, marking the beginning of a long-standing commitment to connecting travellers with the unique nature and culture of Finnish Lapland. At that time, the route was operated via Oulu, Kemi, and Rovaniemi with a DC-3 aircraft. Located in the heart of Northern Lapland, Ivalo serves as a gatew",product_launch_partnership,0.0536,0.0007,2.9444,g00000005,1,True,1.0,needs_review_low_sim,2025-09-04T082238Z,v3
19782e9c468dab98,2025-06-18,Autoliv,gmail,,earnings_report,Earnings report,ml,needs_review_low_sim,needs_review_low_sim,fallback,0.2,False,True,other_corporate_update,earnings_report,0.0539,0.0005,2.9444,2.9444,2.9444,0.0539,0.0538,True,"[""earnings_report"", ""dividend"", ""capital_raise_rights_issue""]","[0.0539, 0.0534, 0.0529]",e5+tfidf:v3|alpha=0.6|T=1.0/0.8,"Invitation to COMPANY's Q2, 2025 Earnings Call","[*] Invitation to COMPANY's Q2, 2025 Earnings Call (Stockholm, Sweden, June 18, 2025) - COMPANY., plans to publish its Financial Report for the second quarter 2025 on Friday, July 18, 2025 at 12:00 Central European Time (CET). The report will be available at In addition, a teleconference will take place the same day. Q2 2025 Earnings Call: Date: July 18, 2025 Time: 14:00 - 15:00 CET Main speaker: Mikael Bratt, President & CEO To attend by webcast, please use the link on our web or the link below: To attend by phone, use the link below to register your participation and obtain your personal pin",earnings_report,0.0539,0.0005,2.9444,g00000006,1,True,1.0,needs_review_low_sim,2025-09-04T082238Z,v3
19786c60b6150978,2025-06-19,Vitec Software Group,gmail,,earnings_report,Earnings report,ml,needs_review_low_sim,needs_review_low_sim,keywords+exclusions,0.6799999999999999,False,False,capital_raise_rights_issue,earnings_report,0.0536,0.0004,2.9444,2.9444,2.9444,0.0536,0.0536,True,"[""earnings_report"", ""personnel_management_change"", ""equity_actions_non_buyback""]","[0.0536, 0.0532, 0.0531]",e5+tfidf:v3|alpha=0.6|T=1.0/0.8,COMPANY Invites You to a Presentation of the Interim Report January-June 2025,"COMPANY publishes its Interim report on July 11, 2025 at 8.00 am (CEST), followed by a webcast presentation about the group and the report with Olle Backman, CEO, and Patrik Fransson, Head of Investor Relations, at 10.00 am (CEST). The presentation will be in English and webcast live via link: Q2 Report 2025 (After the presentation, there will be a Q & A session. Please register via the link below and you will receive a phone number and a conference ID to log in to the conference call. Link: Call Access (The presentation and the recording of the webcast will be available on COMPANY's website a",earnings_report,0.0536,0.0004,2.9444,g00000007,1,True,1.0,needs_review_low_sim,2025-09-04T082238Z,v3
19788a5ee85f420b,2025-06-19,Ambu A/S,gmail,,legal_regulatory_compliance,Legal / Regulatory / Compliance,rules,by_rules,needs_review_low_sim,regulatory approval/patent,0.9,True,False,legal_regulatory_compliance,admission_listing,0.0531,0.0001,2.9444,2.9444,2.9444,0.0533,0.0534,False,"[""admission_listing"", ""legal_regulatory_compliance"", ""orders_contracts""]","[0.0531, 0.053, 0.053]",e5+tfidf:v3|alpha=0.6|T=1.0/0.8,COMPANY OBTAINS FDA CLEARANCE FOR FIRST-EVER SINGLE-USE FLEXIBLE CYSTO-NEPHROSCOPY SOLUTION,"COMPANY OBTAINS FDA CLEARANCE FOR FIRST-EVER SINGLE-USE FLEXIBLE CYSTO-NEPHROSCOPY SOLUTION The FDA clearance for the COMPANY® aScope™ 5 Cysto HD marks a historic milestone as the first ever single-use cysto-nephroscope to receive such clearance in the US. It follows the CE mark in Europe earlier this year, representing an important step forward in endoscopic technology and reinforcing COMPANY's commitment to innovation and advancement in urology care. COMPANY OBTAINS FDA CLEARANCE FOR FIRST-EVER SINGLE-USE FLEXIBLE CYSTO-NEPHROSCOPY SOLUTION 19.6.2025 16:43:47 | COMPANY | Press release The FD",admission_listing,0.0531,0.0001,2.9444,g00000008,1,True,1.0,needs_review_low_sim,2025-09-04T082238Z,v3
19789b912027604e,2025-06-19,Google Cloud,gmail,,credit_ratings,Credit & Ratings,ml,needs_review_low_sim,needs_review_low_sim,fallback,0.2,False,True,other_corporate_update,credit_ratings,0.0532,0.0,2.9444,2.9444,2.9444,0.0536,0.0543,False,"[""credit_ratings"", ""dividend"", ""share_buyback""]","[0.0532, 0.0532, 0.0531]",e5+tfidf:v3|alpha=0.6|T=1.0/0.8,Account confirmation: Your COMPANY Platform trial,"COMPANY Go to my console Welcome to COMPANY. Learn the fundamentals with this tutorial - and see what else you can do on GCP with our Always Free tier. Go to my console Beginning today, you have $300 USD in credit which you can use to: - Evaluate COMPANY risk-free* - Explore a wide range of COMPANY products and services - from Compute Engine and BigQuery to industry-leading AI. - Easily check your credit usage by visiting the billing section of your COMPANY console See what's always free. Before diving into your free trial, take a moment to explore over 20 always-free products in our Always Fr",credit_ratings,0.0532,0.0,2.9444,g00000009,1,True,1.0,needs_review_low_sim,2025-09-04T082238Z,v3
