press_release_id,release_date,company_name,category,source,source_url,cid,category_name,cat_sim,cat_margin,decision,title,snippet,run_id,taxonomy_version,p1_emb,p1_lsa,entropy_emb,entropy_lsa,entropy_fused,top3_fused_sum,agreement_emb_lsa,cid_group,cat_sim_group,cat_margin_group,entropy_fused_group,dup_group_id,dup_group_size,is_group_rep,sample_weight_dedup,decision_group,top3_cids,top3_probs
198cc2e11f1f398c,2025-08-21,Hufvudstaden,earnings_report,gmail,,earnings_report,Earnings report,0.0578,0.0048,needs_review_low_sim,Half-year Report January - June 2025,"[*] Half-year Report January - June 2025 * Rent revenue from property management was SEK 1,226 million (1,147), an increase of 7 per cent. * The Group's gross profit increased by 8 per cent, totalling SEK 803 million (744). * The fair value of the property holdings was SEK 47.4 billion (47.1 at year-end). * Unrealised changes in the value of investment properties amounted to SEK -247 million (-994) for the period. * Net result for the period was SEK 264 million (-354). Comments from COMPANY's President, Anders Nygren. ""COMPANY presents improved earnings for the first half of the year, with gro",2025-09-02T134509Z,v3,0.054,0.0635,2.9444,2.9433,2.9442,0.1636,True,earnings_report,0.0578,0.0048,2.9442,g00000000,1,True,1.0,needs_review_low_sim,"[""earnings_report"", ""equity_actions_non_buyback"", ""dividend""]","[0.0578, 0.053, 0.0528]"
198ac50e7ad104b1,2025-08-15,Wall to Wall Group AB,agm_egm_governance,gmail,,agm_egm_governance,AGM/EGM & governance,0.0552,0.0018,needs_review_low_sim,COMPANY TO COMPANY GROUP INTERIM REPORT Q2,"COMPANY TO COMPANY GROUP INTERIM REPORT Q2 Published: 2025-08-15 08:00:00 CEST COMPANY - Half Year financial report COMPANY TO COMPANY GROUP INTERIM REPORT Q2 Improved adjusted EBITA on a comparable basis, driven by lower costs and strengthened margins Full-year outlook remains unchanged - a significantly improved adjusted EBITA SUMMARY OF FINANCIAL PERFORMANCE SEK million 1 April 2025 -30 June 2025 1 April 2024 -30 June 2024 1 January 2025 -30 June 2025 1 January 2024 -30 June 2024 1 January 2024 -31 December 2024 1 July 2024 -30 June 2025 Net revenue 209.9 242.4 414.0 474.0 918.5 858.6 Adjus",2025-09-02T134509Z,v3,0.0543,0.0566,2.9444,2.9442,2.9443,0.1618,True,earnings_report,0.0552,0.0018,2.9443,g00000001,1,True,1.0,needs_review_low_sim,"[""earnings_report"", ""equity_actions_non_buyback"", ""agm_egm_governance""]","[0.0552, 0.0535, 0.0531]"
19830c12f296ec66,2025-07-22,Asker Healthcare Group AB,legal_regulatory_compliance,gmail,,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.0551,0.0019,needs_review_low_sim,Interim Report 1 January-30 June 2025,"[*] Interim Report 1 January-30 June 2025 Steady first half year, with a focus on acquisitions in the second quarter 1 April-30 June 2025 * Net sales amounted to SEK 3,987m (3,669), up 9 percent. * Adjusted EBITA amounted to SEK 378m (338), up 12 percent (of which 7 percent was organic growth, 8 percent acquisitions, and -3 percent exchange rate effects). * The adjusted EBITA margin was 9.5 percent (9.2). * EBIT amounted to SEK 249m (271), and profit for the quarter amounted to SEK 133m (117). * Earnings per share before and after dilution amounted to SEK 0.34 (0.25). * Return on net working c",2025-09-02T134509Z,v3,0.0538,0.057,2.9444,2.9442,2.9444,0.1615,True,earnings_report,0.0551,0.0019,2.9444,g00000002,1,True,1.0,needs_review_low_sim,"[""earnings_report"", ""personnel_management_change"", ""equity_actions_non_buyback""]","[0.0551, 0.0532, 0.0532]"
198cc2dcfe364a39,2025-08-21,Hufvudstaden AB,earnings_report,gmail,,earnings_report,Earnings report,0.0584,0.0054,needs_review_low_sim,Half-year Report January - June 2025,"Half-year Report January - June 2025 Published: 2025-08-21 12:30:00 CEST COMPANY - Half Year financial report Half-year Report January - June 2025 Rent revenue from property management was SEK 1,226 million (1,147), an increase of 7 per cent. The Group's gross profit increased by 8 per cent, totalling SEK 803 million (744). The fair value of the property holdings was SEK 47.4 billion (47.1 at year-end). Unrealised changes in the value of investment properties amounted to SEK -247 million (-994) for the period. Net result for the period was SEK 264 million (-354). Comments from COMPANY's Presid",2025-09-02T134509Z,v3,0.0539,0.0652,2.9444,2.9429,2.9441,0.1643,True,earnings_report,0.0584,0.0054,2.9441,g00000003,1,True,1.0,needs_review_low_sim,"[""earnings_report"", ""equity_actions_non_buyback"", ""dividend""]","[0.0584, 0.053, 0.0528]"
1980c74cab934200,2025-07-15,AFRY,legal_regulatory_compliance,gmail,,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.0556,0.0026,needs_review_low_sim,Interim report January-June 2025,"[*] Interim report January-June 2025 Navigating a challenging market while positioning for profitable growth Second quarter 2025 - Net sales decreased by 7.2 percent to SEK 6,674 million (7,191) - Organic growth adjusted for calendar effects was -2.5 percent - Calendar effects had an impact of SEK -134 million on net sales and SEK -104 million on EBITA - EBITA excluding items affecting comparability amounted to SEK 438 million (572) with a corresponding EBITA margin of 6.6 percent (8.0) - EBITA amounted to SEK 347 million (572), with an EBITA margin of 5.2 percent (8.0) - EBIT amounted to SEK ",2025-09-02T134509Z,v3,0.0545,0.0573,2.9444,2.9442,2.9443,0.1617,True,earnings_report,0.0556,0.0026,2.9443,g00000004,1,True,1.0,needs_review_low_sim,"[""earnings_report"", ""equity_actions_non_buyback"", ""admission_delisting""]","[0.0556, 0.053, 0.053]"
198f4ae3460195f2,2025-08-29,Zinzino Holding AB,earnings_report,gmail,,earnings_report,Earnings report,0.0553,0.0023,needs_review_low_sim,COMPANY (PUBL.): INTERIM REPORT FOR THE SECOND QUARTER OF 2025,"COMPANY (PUBL.): INTERIM REPORT FOR THE SECOND QUARTER OF 2025 Published: 2025-08-29 09:15:00 CEST COMPANY - Interim report (Q1 and Q3) COMPANY (PUBL.): INTERIM REPORT FOR THE SECOND QUARTER OF 2025 STRONG SALES GROWTH AND INCREASED EARNINGS IN THE SECOND QUARTER Revenue for the second quarter of 2025 amounted to SEK 794.4 million (507.0), representing growth of 57% (24%) compared with the same period last year. In local currencies, revenue increased by 62% year over year. EBITDA rose to SEK 79.7 million (63.0), with an EBITDA margin of 10.0% (12.4%). Several revenue-driving initiatives were i",2025-09-02T134509Z,v3,0.0542,0.0569,2.9444,2.9442,2.9444,0.1612,True,earnings_report,0.0553,0.0023,2.9444,g00000005,1,True,1.0,needs_review_low_sim,"[""earnings_report"", ""personnel_management_change"", ""dividend""]","[0.0553, 0.053, 0.0529]"
19903ea5270dc697,2025-09-01,Freja eID Group AB,credit_ratings,gmail,,credit_ratings,Credit & Ratings,0.0554,0.0005,needs_review_low_sim,COMPANY eID genomför överlåtelse av teckningsoptioner,"COMPANY eID genomför överlåtelse av teckningsoptioner Publicerad: 2025-09-01 08:15:00 CEST COMPANY - Pressmeddelande COMPANY eID genomför överlåtelse av teckningsoptioner EJ FÖR DISTRIBUTION DIREKT ELLER INDIREKT, INOM ELLER TILL USA, AUSTRALIEN, BELARUS, RYSSLAND, HONGKONG, JAPAN, KANADA, NYA ZEELAND, SCHWEIZ, SINGAPORE, SYDAFRIKA, SYDKOREA ELLER I NÅGON ANNAN JURISDIKTION DÄR DISTRIBUTIONEN AV DETTA PRESSMEDDELANDE SKULLE VARA I STRID MED GÄLLANDE REGLER ELLER KRÄVA REGISTRERINGS- ELLER ANDRA ÅTGÄRDER. VÄNLIGEN SE ""VIKTIG INFORMATION"" I SLUTET AV DETTA PRESSMEDDELANDE. Styrelserna i COMPANY ",2025-09-02T134509Z,v3,0.0537,0.0585,2.9443,2.9437,2.9443,0.1641,False,credit_ratings,0.0554,0.0005,2.9443,g00000006,1,True,1.0,needs_review_low_sim,"[""credit_ratings"", ""equity_actions_non_buyback"", ""capital_raise_rights_issue""]","[0.0554, 0.0549, 0.0538]"
198ec747410999c9,2025-08-27,Addtech AB,agm_egm_governance,gmail,,agm_egm_governance,AGM/EGM & governance,0.0568,0.0019,needs_review_low_sim,Årsstämma i COMPANY 27 augusti 2025,"Årsstämma i COMPANY 27 augusti 2025 Publicerad: 2025-08-27 18:55:00 CEST COMPANY - Kommuniké från årsstämma Årsstämma i COMPANY 27 augusti 2025 Vid dagens årsstämma i COMPANY (""Bolaget"") och efterföljande konstituerande styrelsemöte beslutades bland annat följande: Utdelning Utdelningen fastställdes till 3,20 kronor per aktie. Avstämningsdag för utdelning fastställdes till den 29 augusti 2025. Utdelning beräknas utsändas från Euroclear Sweden AB den 3 september 2025. Fastställande av resultat- och balansräkningar Stämman fastställde resultaträkningen och balansräkningen för Bolaget samt koncer",2025-09-02T134509Z,v3,0.054,0.0632,2.9444,2.9427,2.9441,0.1658,False,share_buyback,0.0568,0.0019,2.9441,g00000007,1,True,1.0,needs_review_low_sim,"[""share_buyback"", ""dividend"", ""agm_egm_governance""]","[0.0568, 0.0549, 0.0541]"
198ec26905303ea1,2025-08-27,Svenska Aerogel Holding AB,capital_raise_rights_issue,gmail,,capital_raise_rights_issue,Capital raise / Rights issue,0.0576,0.0031,needs_review_low_sim,KALLELSE TILL EXTRA BOLAGSSTÄMMA I COMPANY (PUBL),"KALLELSE TILL EXTRA BOLAGSSTÄMMA I COMPANY (PUBL) Publicerad: 2025-08-27 17:30:00 CEST COMPANY - Pressmeddelande KALLELSE TILL EXTRA BOLAGSSTÄMMA I COMPANY (PUBL) Aktieägarna i COMPANY (publ), 559026-8032 (""Bolaget"") kallas härmed till extra bolagsstämma den 19 september 2025 kl. 13.00 i Bolagets lokaler på Strömmavägen 2 i Gävle. Inregistrering inleds från klockan kl. 12.45. anmälan Aktieägare som önskar delta på bolagsstämman ska dels vara införd i den av Euroclear Sweden AB förda aktieboken den 11 september 2025, dels senast den 15 september 2025 anmäla sig hos Bolaget för deltagande i extr",2025-09-02T134509Z,v3,0.054,0.0633,2.9443,2.9429,2.944,0.1666,False,capital_raise_rights_issue,0.0576,0.0031,2.944,g00000008,1,True,1.0,needs_review_low_sim,"[""capital_raise_rights_issue"", ""dividend"", ""agm_egm_governance""]","[0.0576, 0.0546, 0.0544]"
199091e459fce08e,2025-09-02,Insplorion AB,agm_egm_governance,gmail,,agm_egm_governance,AGM/EGM & governance,0.0556,0.0004,needs_review_low_sim,KALLELSE TILL EXTRA BOLAGSSTÄMMA I COMPANY (PUBL),"KALLELSE TILL EXTRA BOLAGSSTÄMMA I COMPANY (PUBL) Publicerad: 2025-09-02 08:30:00 CEST COMPANY - Kallelse till bolagsstämma KALLELSE TILL EXTRA BOLAGSSTÄMMA I COMPANY (PUBL) Aktieägarna i COMPANY (publ), org.nr 556798-8760, (""COMPANY"" eller ""Bolaget"") kallas härmed till extra bolagsstämma den 18 september 2025 kl. 14.00 på Biotech Center, Arvid Wallgrens backe 20 (plan 7), i Göteborg. Rösträttsregistrering startar kl. 13.30. Rätt till deltagande Rätt att delta vid extra bolagsstämman har den som dels upptagits som aktieägare i den av Euroclear Sweden AB förda aktieboken den 10 september 2025, ",2025-09-02T134509Z,v3,0.0541,0.0583,2.9443,2.9437,2.9442,0.1648,False,agm_egm_governance,0.0556,0.0004,2.9442,g00000009,1,True,1.0,needs_review_low_sim,"[""agm_egm_governance"", ""capital_raise_rights_issue"", ""equity_actions_non_buyback""]","[0.0556, 0.0552, 0.0541]"
