press_release_id,release_date,company_name,category,source,source_url,cid,category_name,cat_sim,cat_margin,decision,title,snippet,run_id,taxonomy_version,p1_emb,p1_lsa,entropy_emb,entropy_lsa,entropy_fused,top3_fused_sum,agreement_emb_lsa,cid_group,cat_sim_group,cat_margin_group,entropy_fused_group,dup_group_id,dup_group_size,is_group_rep,sample_weight_dedup,decision_group,top3_cids,top3_probs
198ace7634fd6768,2025-08-15,Nasdaq Company News,unknown,gmail,,agm_egm_governance,AGM/EGM & governance,0.0552,0.0019,needs_review_low_sim,Ekstraordinær generalforsamling Kapitalforeningen Independent Invest,"Ekstraordinær generalforsamling Kapitalforeningen Independent Invest Offentliggjort: 2025-08-15 10:45:00 CEST Kapitalforeningen Independent Invest - Forløb af generalforsamling Ekstraordinær generalforsamling Kapitalforeningen Independent Invest Den 15. august 2025 blev der afholdt ekstraordinær generalforsamling i Kapitalforeningen Independent Invest Ny kandidat til bestyrelsen var Peter Huusom, der blev valgt med akklamation. Bestyrelsen består herefter af: Direktør Børge Nordgaard Hansen, formand Direktør Erik Neuberg Rasmussen Direktør Henrik Elith Tiedemann Bestyrelsesmedlem Lise Bouman H",2025-09-02T130606Z,v3,0.054,0.0573,2.9443,2.9442,2.9443,0.1616,False,agm_egm_governance,0.0552,0.0019,2.9443,g00000000,1,True,1.0,needs_review_low_sim,"[""agm_egm_governance"", ""equity_actions_non_buyback"", ""capital_raise_rights_issue""]","[0.0552, 0.0533, 0.0531]"
1990568814da890c,2025-09-01,Investeringsforeningen PortfolioManager,unknown,gmail,,dividend,Dividend,0.0552,0.0018,needs_review_low_sim,Forslag om fusion af afdelinger under COMPANY,"Forslag om fusion af afdelinger under COMPANY Offentliggjort: 2025-09-01 15:12:37 CEST COMPANY - Andre oplysningsforpligtelser offentliggjort efter børsens regler Forslag om fusion af afdelinger under COMPANY Bestyrelsen for COMPANY har godkendt fusionsplan- og redegørelse for de nedenfor anførte afdelinger begge under COMPANY: Ophørende afdeling Fortsættende afdeling PP Capital - Tactical Asset Allocation, kl n EUR (ISIN-kode: DK0061274602) PP Capital - BASIS, kl n EUR (ISIN-kode: DK0061137452) Forslaget vil blive behandlet på foreningens ekstraordinære generalforsamling onsdag den 01. oktobe",2025-09-02T130606Z,v3,0.0535,0.0578,2.9444,2.9441,2.9443,0.1617,True,dividend,0.0552,0.0018,2.9443,g00000003,1,True,1.0,needs_review_low_sim,"[""dividend"", ""agm_egm_governance"", ""admission_delisting""]","[0.0552, 0.0534, 0.0531]"
198f50e33a592017,2025-08-29,Investeringsforeningen BankInvest,unknown,gmail,,agm_egm_governance,AGM/EGM & governance,0.0548,0.0018,needs_review_low_sim,"Indkaldelse til ekstraordinær generalforsamling i COMPANY, afdeling Bæredygtige Klimaaktier Akk. KL i likvidation","Indkaldelse til ekstraordinær generalforsamling i COMPANY, afdeling Bæredygtige Klimaaktier Akk. KL i likvidation Offentliggjort: 2025-08-29 11:00:00 CEST COMPANY - Indkaldelse til generalforsamling Indkaldelse til ekstraordinær generalforsamling i COMPANY, afdeling Bæredygtige Klimaaktier Akk. KL i likvidation Hermed indkaldes til ekstraordinær generalforsamling i COMPANY, afdeling Bæredygtige Klimaaktier Akk. KL i likvidation, som afholdes tirsdag den 16. september 2025. Indkaldelsen med dagsorden er vedhæftet denne meddelelse og kan endvidere downloades fra foreningens hjemmeside. Henvendel",2025-09-02T130606Z,v3,0.0538,0.0564,2.9444,2.9443,2.9444,0.1608,True,agm_egm_governance,0.0548,0.0018,2.9444,g00000004,1,True,1.0,needs_review_low_sim,"[""agm_egm_governance"", ""admission_listing"", ""equity_actions_non_buyback""]","[0.0548, 0.053, 0.0529]"
198c140af984b3a4,2025-08-19,Q-Interline A/S,unknown,gmail,,capital_raise_rights_issue,Capital raise / Rights issue,0.0537,0.0007,needs_review_low_sim,COMPANY indgår treårig rammeaftale med TINE - Norges største mejerikoncern,"COMPANY indgår treårig rammeaftale med TINE - Norges største mejerikoncern Offentliggjort: 2025-08-19 09:34:55 CEST COMPANY - Investor Nyheder COMPANY indgår treårig rammeaftale med TINE - Norges største mejerikoncern 19.8.2025 09:34:55 CEST | COMPANY | Investor Nyheder Med en ny treårig rammeaftale med TINE, Norges største mejerivirksomhed, styrker COMPANY sin tilstedeværelse i den skandinaviske fødevareindustri. COMPANY har genforhandlet en ny rammeaftale med TINE, Norges største mejerikoncern og en af Skandinaviens indflydelsesrige virksomheder inden for mejeribranchen. TINE er et landmands",2025-09-02T130606Z,v3,0.0534,0.0561,2.9444,2.9443,2.9444,0.1599,False,capital_raise_rights_issue,0.0537,0.0007,2.9444,g00000005,1,True,1.0,needs_review_low_sim,"[""capital_raise_rights_issue"", ""product_launch_partnership"", ""admission_delisting""]","[0.0537, 0.0531, 0.053]"
198d114d2dba9ce1,2025-08-22,BactiQuant A/S,unknown,gmail,,orders_contracts,Orders / Contracts,0.0538,0.0006,needs_review_low_sim,COMPANY udbygger sin akvakulturbase i Singapore,"COMPANY udbygger sin akvakulturbase i Singapore Published: 2025-08-22 11:20:56 CEST COMPANY - Investor News COMPANY udbygger sin akvakulturbase i Singapore 22.8.2025 11:20:56 CEST | COMPANY | Investor News Det glæder COMPANY at meddele, at vi har modtaget en ordre fra ""Tropical Future Institute"" på James Cook Universitet i Singapore. Instituttet har forskningsekspertise indenfor bæredygtig produktion af tropiske akvakultur fiskearter. Singapore er en interessant ""hub"" for akvakulturforskning og innovation, efter at Singapore Food Agency (SFA) i november 2022 allokerede 300 mio. til akvakultura",2025-09-02T130606Z,v3,0.0537,0.0555,2.9444,2.9443,2.9444,0.16,False,orders_contracts,0.0538,0.0006,2.9444,g00000006,1,True,1.0,needs_review_low_sim,"[""orders_contracts"", ""product_launch_partnership"", ""admission_delisting""]","[0.0538, 0.0531, 0.053]"
198cdccb114a7d11,2025-08-21,Nexcom A/S,unknown,gmail,,agm_egm_governance,AGM/EGM & governance,0.0542,0.0007,needs_review_low_sim,Indkaldelse til ekstraordinær generalforsamling,"Indkaldelse til ekstraordinær generalforsamling Offentliggjort: 2025-08-21 20:02:58 CEST COMPANY - Selskabsmeddelelse Indkaldelse til ekstraordinær generalforsamling Selskabsmeddelelse nr. 7-2025 København, den. 21. august 2025 INDKALDELSE TIL EKSTRAORDINÆR GENERALFORSAMLING I COMPANY FREDAG DEN 5. SEPTEMBER 2025, KL. 10:00 Ændring i Bestyrelsen Torben Tindbæk Haase har i dag meddelt selskabet, at han fratræder bestyrelsen. Bestyrelsen består på nuværende tidspunkt af følgende medlemmer: Torben Tindbæk Haase (formand), Charlotte Josefine Enlund, Thomas Krogh Skou og Christian Hein Nielsen. Den",2025-09-02T130606Z,v3,0.0535,0.0553,2.9444,2.9442,2.9444,0.1609,False,agm_egm_governance,0.0542,0.0007,2.9444,g00000007,1,True,1.0,needs_review_low_sim,"[""agm_egm_governance"", ""dividend"", ""earnings_report""]","[0.0542, 0.0535, 0.0532]"
198e6ad20d3f8d52,2025-08-26,TROPHY GAMES Development A/S,unknown,gmail,,dividend,Dividend,0.0543,0.0004,needs_review_low_sim,August Revenue Record & COMPANY Games Investor Day Presentation,"August Revenue Record & COMPANY Games Investor Day Presentation Published: 2025-08-26 15:59:00 CEST COMPANY - Inside information August Revenue Record & COMPANY Games Investor Day Presentation This announcement contain inside information Company Announcement no. 26/2025 (August 26, 2025) August has already surpassed last months record revenue and is expected to improve the previous monthly record from July with more than 20%. This info will not change our current guidance. As announced previously, today, COMPANY Games will host an Investor Day in the Copenhagen office. The presentation for the",2025-09-02T130606Z,v3,0.0535,0.0555,2.9444,2.9443,2.9444,0.1615,True,dividend,0.0543,0.0004,2.9444,g00000008,1,True,1.0,needs_review_low_sim,"[""dividend"", ""admission_listing"", ""other_corporate_update""]","[0.0543, 0.0539, 0.0533]"
198c759bd9fb537d,2025-08-20,SolTech Energy Sweden AB,unknown,gmail,,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.0574,0.0043,needs_review_low_sim,All regulatory approvals obtained for COMPANY Energy's acquisition of Sesol and Nordic Capital's shareholding in COMPANY Energy,"All regulatory approvals obtained for COMPANY Energy's acquisition of Sesol and Nordic Capital's shareholding in COMPANY Energy Published: 2025-08-20 14:00:00 CEST COMPANY - Investor News All regulatory approvals obtained for COMPANY Energy's acquisition of Sesol and Nordic Capital's shareholding in COMPANY Energy On 4 July 2025, COMPANY (publ) (""COMPANY"") announced that an agreement had been entered into to acquire 100 percent of the shares in the solar energy company Sesol from Nordic Capital and that the purchase price will be paid with newly issued shares in COMPANY. All regulatory approva",2025-09-02T130606Z,v3,0.0538,0.0639,2.9444,2.9432,2.9442,0.1635,False,legal_regulatory_compliance,0.0574,0.0043,2.9442,g00000009,1,True,1.0,needs_review_low_sim,"[""legal_regulatory_compliance"", ""share_buyback"", ""equity_actions_non_buyback""]","[0.0574, 0.0531, 0.0529]"
198ad617fd5a35b3,2025-08-15,RISMA Systems A/S,unknown,gmail,,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.0553,0.0002,needs_review_low_sim,COMPANY announces approval of request to remove shares from trading on Nasdaq First North Growth Market,"COMPANY announces approval of request to remove shares from trading on Nasdaq First North Growth Market Published: 2025-08-15 12:58:22 CEST COMPANY - Other information disclosed according to the rules of the Exchange COMPANY announces approval of request to remove shares from trading on Nasdaq First North Growth Market COMPANY | Other information disclosed according to the rules of the Exchange Company Announcement No. 24-2025 Copenhagen, 15 August, 2025 Approval of request to remove shares from trading on Nasdaq First North Growth Market Denmark COMPANY ("" COMPANY "") announced in company anno",2025-09-02T130606Z,v3,0.0543,0.0569,2.9443,2.9438,2.9442,0.1649,False,admission_listing,0.0553,0.0002,2.9442,g00000010,1,True,1.0,needs_review_low_sim,"[""admission_listing"", ""admission_delisting"", ""capital_raise_rights_issue""]","[0.0553, 0.0551, 0.0546]"
198bdca8d55c2fb6,2025-08-18,Netum Group Oyj,unknown,gmail,,earnings_report,Earnings report,0.0551,0.0018,needs_review_low_sim,"COMPANY Group Plc: Inside information, negative profit warning: COMPANY lowers its guidance for 2025","COMPANY Group Plc: Inside information, negative profit warning: COMPANY lowers its guidance for 2025 Published: 2025-08-18 17:27:00 CEST COMPANY - Inside information COMPANY Group Plc: Inside information, negative profit warning: COMPANY lowers its guidance for 2025 COMPANY Group Plc | Company announcement, Inside information | 18 August 2025 at 6:27 p.m. EEST COMPANY Group Plc: Inside information, negative profit warning: COMPANY lowers its guidance for 2025 COMPANY lowers its guidance for 2025. The changed guidance is based on the very unclear market situation, slower than expected wins of s",2025-09-02T130606Z,v3,0.0539,0.057,2.9444,2.9442,2.9444,0.1615,True,earnings_report,0.0551,0.0018,2.9444,g00000011,1,True,1.0,needs_review_low_sim,"[""earnings_report"", ""other_corporate_update"", ""equity_actions_non_buyback""]","[0.0551, 0.0533, 0.0531]"
